,Species,Owner,Country.of.Origin,Farm.Name,ICO.Number,Company,Number.of.Bags,Bag.Weight,Harvest.Year,Processing.Method,Color,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,TotalScore
263,Arabica,"lin, che-hao krude 林哲豪",Taiwan,tsoustructive garden 鄒築園,Taiwan,taiwan coffee laboratory,20,50 kg,2015,Washed / Wet,Green,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10,10,7.83,0.11,0,0,3,m,1200,1200,1200,83.92
264,Arabica,carcafe ltda ci,Colombia,,3-59-1772,carcafe ltda,250,70 kg,2016,,Green,7.75,7.67,7.5,7.75,7.83,7.75,10,10,10,7.67,0.11,1,0,2,m,442,442,442,83.92
265,Arabica,almacafe,Colombia,,Mar-37,racafe & cia s.c.a,226,70 kg,2016,,,7.75,7.58,7.5,7.83,7.75,7.92,10,10,10,7.58,0,1,3,5,m,NA,NA,NA,83.92
266,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,very famous intl.名門義理國際股份有限公司,none,宸嶧國際,1,2 kg,2014,Natural / Dry,Blue-Green,7.75,7.75,7.58,7.75,7.75,7.67,10,10,10,7.67,0,0,0,0,m,NA,NA,NA,83.92
267,Arabica,federacion nacional de cafeteros,Colombia,,3/1/5274,federacion nacional de cafeteros,275,2 kg,2015,Washed / Wet,,7.92,7.67,7.5,7.83,7.58,7.67,10,10,10,7.75,0,0,0,0,m,NA,NA,NA,83.92
268,Arabica,federacion nacional de cafeteros,Colombia,,Jan-69,federacion nacional de cafeteros,275,2 kg,2014,Washed / Wet,None,7.83,7.75,7.58,7.58,7.75,7.75,10,10,10,7.67,0,1,0,1,m,NA,NA,NA,83.92
269,Arabica,racafe & cia s.c.a,Colombia,,3-37-0985,racafe & cia s.c.a,275,70 kg,2014,Washed / Wet,Green,7.75,7.58,7.67,7.83,7.83,7.67,10,10,10,7.58,0,0,0,1,m,1600,1950,1775,83.92
270,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,神谷山莊園,Taiwan台灣,宸嶧國際,10,60 kg,2014,Washed / Wet,Green,8,7.92,7.92,7.92,7.67,7.33,10,10,10,7.17,0.06,0,0,0,m,950,950,950,83.92
271,Arabica,compañia colombiana agroindustrial s.a,Colombia,,3-79-0635,ecom cca sa,250,70 kg,2014,Natural / Dry,Green,7.67,7.83,7.67,7.75,7.67,7.83,10,10,10,7.5,0.12,0,0,3,m,1550,1550,1550,83.92
272,Arabica,oscar ortega carballo,Mexico,finca cuetzalingo,1207088353,agro xicotepec 2000,48,1 kg,2012,Washed / Wet,Blue-Green,7.67,7.75,7.58,7.67,7.75,7.83,10,10,10,7.67,0.12,10,0,32,m,900,900,900,83.92
273,Arabica,alfredo bojalil,Mexico,finca sant rosa,2222,ecomtrading,250,1 kg,2012,Washed / Wet,,7.5,7.67,7.58,7.83,7.75,7.75,10,10,10,7.83,0.11,0,0,2,m,1500,1500,1500,83.92
274,Arabica,organizaciones de productores de cafe colimense,Mexico,comunidad la yerbabuena,2671,organizaciones de productores de cafe colimense sa de cv,20,1 kg,2012,Washed / Wet,Green,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10,10,7.75,0,0,0,2,m,1400,1400,1400,83.92
275,Arabica,carcafe ltda ci,Colombia,,3-59-2888,carcafe ltda,275,70 kg,2017,Washed / Wet,Green,7.92,7.58,7.5,7.83,7.58,7.67,10,10,10,7.75,0,1,0,6,m,2527,2527,2527,83.83
276,Arabica,racafe & cia s.c.a,Colombia,,3-37-2112,racafe & cia s.c.a,275,70 kg,2016,,Green,7.83,7.67,7.5,7.75,7.75,7.75,10,10,10,7.58,0,1,2,0,m,NA,NA,NA,83.83
277,Arabica,"ceca, s.a.",Costa Rica,gamboa,5-025-0249,"ceca,s.a.",275,69 kg,2015,Washed / Wet,Blue-Green,7.67,7.67,7.75,7.67,7.5,7.75,10,10,10,7.83,0,0,0,0,m,1850,1850,1850,83.83
278,Arabica,juan luis alvarado romero,Guatemala,finca medina,11/11711/60,"siembras vision, s.a.",100,69 kg,2016,Washed / Wet,Green,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,7.67,0.11,0,7,6,m,1500,1500,1500,83.83
279,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,優遊吧斯股份有限公司yuyupas international corp.,None,宸嶧國際,167,30 kg,2016,,,7.75,7.67,7.5,7.75,7.75,7.67,10,10,10,7.75,0,0,0,0,m,1200,1200,1200,83.83
280,Arabica,ipanema coffees,Brazil,rio verde,002/4177/0150,ipanema coffees,320,2 kg,2015/2016,Natural / Dry,Green,7.25,7.58,7.42,8,7.75,7.83,10,10,10,8,0,0,0,0,m,1,1,1,83.83
281,Arabica,"lin, che-hao krude 林哲豪",Taiwan,鄉舍咖啡 hometown coffee,Taiwan,taiwan coffee laboratory,8,18 kg,2014,Washed / Wet,Green,7.67,7.75,7.67,7.75,7.42,7.75,10,10,10,7.83,0,0,0,1,m,480,570,525,83.83
282,Arabica,yasmin cofffee plantation plc,Ethiopia,,2014/2015,yasmin coffee plantation plc,320,60 kg,2014,Natural / Dry,Green,7.75,7.75,7.67,7.67,7.58,7.67,10,10,10,7.75,0.12,0,0,4,m,1650,1703,1676.5,83.83
283,Arabica,ipanema coffees,Brazil,rio verde,002/1660/0066,ipanema coffees,300,2 kg,2014/2015,Semi-washed / Semi-pulped,Green,7.67,7.67,7.58,7.5,7.83,8.17,10,10,9.33,8.08,0,0,0,1,m,1200,1200,1200,83.83
284,Arabica,eric thormaehlen,Costa Rica,various,5-0048-0145,coricafe s.a.,250,1 kg,2013,Washed / Wet,Green,7.83,7.42,7.5,7.83,7.75,7.83,10,10,10,7.67,0.1,0,0,3,m,1200,1400,1300,83.83
285,Arabica,juan luis alvarado romero,Guatemala,el papaturro,11/23/0436,"unex guatemala, s.a.",250,69 kg,2014,Washed / Wet,Green,7.58,7.83,7.33,8,7.58,7.75,10,10,10,7.75,0.1,0,0,1,ft,1219.2,1219.2,1219.2,83.83
286,Arabica,ipanema coffees,Brazil,fazenda rio verde,002/4177/0121,ipanema coffees,320,60 kg,2013/2014,Natural / Dry,Green,7.92,7.5,7.33,7.67,8.17,7.5,10,10,10,7.75,0.1,0,0,0,m,1260,1260,1260,83.83
287,Arabica,garet alban,Ecuador,finca el trueno,0,sultana del cafe inc.,1,5 lbs,2013,Natural / Dry,Bluish-Green,7.5,7.67,7.58,7.75,7.83,7.83,10,10,10,7.67,0.09,0,0,0,m,800,800,800,83.83
288,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0221,exportadora de cafe condor s.a,250,70 kg,2013,Washed / Wet,Green,7.67,7.58,7.58,7.83,7.58,7.67,10,10,10,7.92,0.11,0,0,1,m,1750,1750,1750,83.83
289,Arabica,juan luis alvarado romero,Guatemala,finca el morito,11/23/0464,"unex guatemala, s.a.",250,69 kg,2013,Washed / Wet,Green,7.5,7.83,7.5,7.83,7.83,7.67,10,10,10,7.67,0.11,0,0,3,ft,1310.64,1310.64,1310.64,83.83
290,Arabica,filemon mendoza campos,Mexico,predio cañada del encino,1302922721,,20,1 kg,2012,Natural / Dry,Green,7.67,8,7.67,7.42,7.67,7.5,10,10,10,7.92,0.1,0,0,2,m,1218,1218,1218,83.83
291,Arabica,alfredo bojalil,Mexico,finca santa teresa,222,ecomtrading,250,1 kg,2012,Natural / Dry,,7.67,7.58,7.5,7.75,7.75,7.75,10,10,10,7.83,0.11,0,0,4,m,1300,1300,1300,83.83
292,Arabica,jacques pereira carneiro,Brazil,fazenda do sertao,002/1352/0052,exportadora de cafés carmo de minas ltda,300,1 kg,2011/2012,Semi-washed / Semi-pulped,Green,7.83,7.83,7.58,7.67,7.5,7.58,10,10,10,7.83,0.12,0,0,3,m,1250,1250,1250,83.83
293,Arabica,doi chaang coffee company,Thailand,"doi chaang coffee original co.,ltd",Thailand/Organic/FT/FLO 19467/2011-A/140,,175,50 kg,2011,,,7.75,7.75,7.58,8,7.67,7.58,10,10,10,7.5,0.02,0,0,2,ft,1499.9208,1499.9208,1499.9208,83.83
294,Arabica,doi tung development project,Thailand,doi tung development project,,,1,60 kg,2011,,,7.5,7.83,7.58,7.58,7.75,7.83,10,10,10,7.75,0.01,0,0,0,m,NA,NA,NA,83.83
295,Arabica,ethiopia commodity exchange,Ethiopia,"phone number | 0911-51-08-01, email | at",010/0170,,300,6,2010,,,7.58,7.83,7.58,8,7.83,7.5,10,10,10,7.5,0.1,0,0,3,m,NA,NA,NA,83.83
296,Arabica,kennedy macharia,Kenya,,37-0985-4132,taylor winch (coffee) ltd,200,60 kg,,Washed / Wet,Green,7.75,7.58,7.5,7.58,7.75,7.75,10,10,10,7.83,0.11,0,0,2,m,1800,1800,1800,83.75
297,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,002/1660/0079,ipanema coffees,320,60 kg,2017 / 2018,Natural / Dry,Green,7.67,7.67,7.58,7.75,7.67,7.67,10,10,10,7.75,0.11,0,0,5,m,890,890,890,83.75
298,Arabica,carcafe ltda ci,Colombia,,3-59-0075,carcafe ltda,275,70 kg,2017,Washed / Wet,Green,7.83,7.83,7.58,7.58,7.58,7.58,10,10,10,7.75,0.11,0,0,1,m,442,442,442,83.75
299,Arabica,"lin, che-hao krude 林哲豪",Taiwan,崁頭山咖啡館 (kan tou mountain coffee),Taiwan,taiwan coffee laboratory,10,10 kg,2016,Natural / Dry,Green,7.67,7.67,7.58,7.58,7.67,7.83,10,10,10,7.75,0,0,0,0,m,750,750,750,83.75
300,Arabica,racafe & cia s.c.a,Colombia,,3-37-1510,racafe & cia s.c.a,275,70 kg,2016,Washed / Wet,Green,7.92,7.75,7.5,7.67,7.75,7.5,10,10,10,7.67,0,1,0,4,m,NA,NA,NA,83.75
301,Arabica,yunnan coffee exchange,China,pu’er specialty coffee cupping center,,yunnan coffee exchange,3,60 kg,2015,Washed / Wet,Green,7.83,7.75,7.67,7.5,7.58,7.67,10,10,10,7.75,0.1,0,1,2,m,1650,1650,1650,83.75
302,Arabica,carcafe ltda ci,Colombia,,3-59-0708,carcafe ltda,250,70 kg,2015/2016,Natural / Dry,Green,7.75,7.67,7.5,7.67,7.58,7.83,10,10,10,7.75,0,0,0,0,m,442,442,442,83.75
303,Arabica,nile highland arabica coffee farmers,Uganda,erussi farmers group,0,nile highlands arabica coffee farmers,320,60 kg,2013,Natural / Dry,Green,8,7.92,7.58,7.75,7.33,7.5,10,10,10,7.67,0.12,0,0,0,m,1400,1400,1400,83.75
304,Arabica,german negron,United States (Puerto Rico),hacienda caracolillo,,"hacienda alto grande, llc.",18,5 lbs,2013,Washed / Wet,Green,7.83,7.83,7.83,7.67,8,8.17,9.33,9.33,10,7.75,0.12,0,0,1,ft,853.44,853.44,853.44,83.75
305,Arabica,racafe & cia s.c.a,Colombia,,3-37-1419,racafe & cia s.c.a,100,70 kg,2014,Washed / Wet,Green,7.67,7.67,7.67,7.92,7.5,7.67,10,10,10,7.67,0,0,0,5,m,1600,1950,1775,83.75
306,Arabica,olam agro colombia,Colombia,,3-259-0471,olam international ltd,250,70 kg,2014,Washed / Wet,Green,7.67,7.42,7.42,7.42,8,8.33,10,10,10,7.5,0,0,0,3,m,1500,1600,1550,83.75
307,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0049,exportadora de cafe condor s.a,250,70 kg,2013,Washed / Wet,Blue-Green,7.58,7.67,7.75,7.67,7.67,7.67,10,10,10,7.75,0,0,0,1,m,1750,1750,1750,83.75
308,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0260,exportadora de cafe condor s.a,275,70 kg,2013,Washed / Wet,Green,7.75,7.67,7.75,7.58,7.42,8,10,10,10,7.58,0.11,0,0,3,m,1750,1750,1750,83.75
309,Arabica,kona pacific farmers cooperative,United States (Hawaii),,K#13150104,kona pacific farmers cooperative,12,100 lbs,2013,Natural / Dry,Bluish-Green,7.25,7.42,7.67,7.58,7.83,8.25,10,10,10,7.75,0,0,0,0,ft,NA,NA,NA,83.75
310,Arabica,saul m. hernandez ramirez,Mexico,naranjal,0,,10,1 kg,2012,Natural / Dry,None,7.83,7.58,7.58,7.5,7.75,7.67,10,10,10,7.83,0.13,5,0,5,m,700,700,700,83.75
311,Arabica,the coffee source inc.,Guatemala,several farms,11-10170-005,the coffee source inc.,250,3 lbs,2012,Washed / Wet,Bluish-Green,7.67,7.58,7.58,7.67,7.75,7.75,10,10,10,7.75,0.11,0,0,1,m,1300,1300,1300,83.75
312,Arabica,carcafe ltda ci,Colombia,,3-059-1329,,275,70 kg,Jan-11,,,7.83,7.83,7.58,7.33,7.42,7.67,10,10,10,8.08,0.1,0,0,1,m,1600,1600,1600,83.75
313,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0124,,250,70 kg,4T/10,,,7.75,7.67,7.25,7.25,7.58,8.5,10,10,10,7.75,0.06,0,0,1,m,1600,1600,1600,83.75
314,Arabica,kona pacific farmers cooperative,United States (Hawaii),,HDOA 210689,,4,1,,,,7.83,7.67,7.75,7.67,7.58,7.5,10,10,10,7.75,0,0,0,0,ft,NA,NA,NA,83.75
315,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,002/1660/0080,ipanema coffees,320,60 kg,2017 / 2018,Natural / Dry,Green,7.67,7.83,7.5,7.67,7.67,7.5,10,10,10,7.83,0.11,0,0,2,m,890,890,890,83.67
316,Arabica,kennedy macharia,Kenya,,37-0985-4045,taylor winch (coffee) ltd,200,60 kg,2017,Washed / Wet,Bluish-Green,8.08,7.67,7.67,7.58,7.25,7.67,10,10,10,7.75,0.11,0,0,0,m,1700,1700,1700,83.67
317,Arabica,bismarck castro,Honduras,los hicaques,13 / 111 / 053,cigrah s.a de c.v,285,69 kg,2016,Washed / Wet,Green,7.5,7.5,7.67,7.67,8,8,10,10,10,7.33,0.1,0,0,2,m,1400,1400,1400,83.67
318,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,017/001/1412,"comercial internacional exportadora, s.a.",275,69 kg,2016,Washed / Wet,Green,7.67,7.75,7.67,7.67,7.83,7.58,10,10,10,7.5,0.1,0,0,3,m,1250,1250,1250,83.67
319,Arabica,ipanema coffees,Brazil,capoeirinha,002/1660/0106,ipanema coffees,320,60 kg,2016,Natural / Dry,Green,7.58,7.75,7.58,7.75,7.58,7.58,10,10,10,7.83,0.11,0,2,3,m,934,934,934,83.67
320,Arabica,"lin, che-hao krude 林哲豪",Taiwan,tsoustructive garden 鄒築園,Taiwan,taiwan coffee laboratory,20,50 kg,2015,Natural / Dry,Bluish-Green,7.5,7.67,7.33,7.92,7.83,7.67,10,10,10,7.75,0.1,0,0,0,m,1200,1200,1200,83.67
321,Arabica,"ceca, s.a.",Costa Rica,,5-025-0109,"ceca,s.a.",275,69 kg,,,Blue-Green,7.33,7.67,7.67,7.5,7.67,7.5,10,10,10,8.33,0.11,0,0,1,m,1350,1350,1350,83.67
322,Arabica,doi tung development project,Thailand,,-,doi tung development project,1,1 kg,2014,Washed / Wet,Bluish-Green,7.5,7.75,7.58,7.83,7.67,7.58,10,10,10,7.75,0.12,0,0,0,m,800,800,800,83.67
323,Arabica,rob stephen,Colombia,,3-259-1444,olam specialty coffee,100,2 lbs,2014/2015,Washed / Wet,,7.5,7.75,7.5,7.75,7.67,7.67,10,10,10,7.83,0.11,0,0,4,m,1550,1700,1625,83.67
324,Arabica,juan luis alvarado romero,Guatemala,finca las cuevitas,11-52-380,exportcafe,275,69 kg,2014,Washed / Wet,Green,8,7.5,7.33,8,8,8,9.33,10,10,7.5,0.1,0,0,0,ft,1356.6648,1356.6648,1356.6648,83.67
325,Arabica,exportadora de cafe condor s.a,Colombia,various,3-68-0021,exportadora de cafe condor s.a,250,70 kg,2013,Washed / Wet,Green,7.83,7.75,7.67,7.58,7.58,7.67,10,10,10,7.58,0,0,0,3,m,1750,1750,1750,83.67
326,Arabica,racafe & cia s.c.a,Colombia,,3-37-2865,racafe & cia s.c.a,250,70 kg,2013,Washed / Wet,Green,7.67,7.67,7.67,7.67,7.33,7.75,10,10,10,7.92,0,0,0,1,m,1800,2000,1900,83.67
327,Arabica,juan luis alvarado romero,Guatemala,la union monte verde,11/23/0634,"unex guatemala, s.a.",250,69 kg,2013,Washed / Wet,Green,7.67,7.67,7.42,7.67,8,7.75,10,10,10,7.5,0.12,1,0,3,ft,1310.64,1310.64,1310.64,83.67
328,Arabica,juan luis alvarado romero,Guatemala,el sacramento,11/23/0420,"unex guatemala, s.a.",250,69 kg,2013,Washed / Wet,Green,7.83,7.67,7.33,7.67,7.67,7.83,10,10,10,7.67,0.11,0,0,2,ft,1310.64,1310.64,1310.64,83.67
329,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0045,exportadora de cafe condor s.a,250,70 kg,2012,Washed / Wet,Green,7.75,7.75,7.58,7.83,7.17,7.75,10,10,10,7.83,0.11,0,0,1,m,1750,1750,1750,83.67
330,Arabica,the coffee source inc.,Guatemala,finca quequesquez,11-183-22,the coffee source inc.,250,1 kg,2012,Natural / Dry,Green,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8,0.11,0,0,1,m,1450,1450,1450,83.67
331,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,11/23/0933,"unex guatemala, s.a.",250,1 kg,2012,Washed / Wet,Green,7.67,8.17,7.5,7.42,7.58,7.83,10,10,10,7.5,0.11,0,0,13,ft,1310.64,1310.64,1310.64,83.67
332,Arabica,juan luis ortega carballo,Mexico,finca apoxtla,1207033381,,48,1 kg,2012,Washed / Wet,Green,7.67,7.5,7.5,7.33,7.83,8.25,10,10,10,7.58,0.12,4,0,11,m,1100,1100,1100,83.67
333,Arabica,ekai international company ltd.,Indonesia,"ijen highland, east java",,scai,10,60 kg,2012,Washed / Wet,Green,8.17,7.67,7.58,7.58,7.42,7.67,10,10,10,7.58,0.12,0,0,0,m,1200,1600,1400,83.67
334,Arabica,juan luis alvarado romero,Guatemala,finca medina,11/11711/08,"siembras vision, s.a.",250,69 kg,2012,Washed / Wet,Green,7.67,7.5,7.33,8,7.67,7.67,10,10,10,7.83,0.1,0,0,0,ft,1524,1524,1524,83.67
335,Arabica,kona pacific farmers cooperative,United States (Hawaii),,HDOA 210345,,3,100 lbs,,,,7.75,8,7.92,8.08,7.75,8,9.33,9.33,9.33,8.17,0,0,0,0,ft,NA,NA,NA,83.67
336,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,002/1660/0080,ipanema coffees,320,60 kg,2017 / 2018,Natural / Dry,Green,7.58,7.67,7.58,7.58,7.67,7.58,10,10,10,7.92,0.11,0,0,5,m,890,890,890,83.58
337,Arabica,juan luis alvarado romero,Guatemala,finca santa clara,11/52/1170,exportcafe,275,69 kg,2016,Washed / Wet,Green,7.75,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,0.11,0,1,0,ft,1128.3696,1128.3696,1128.3696,83.58
338,Arabica,racafe & cia s.c.a,Colombia,,3-37-2548,racafe & cia s.c.a,275,70 kg,2016,Washed / Wet,Green,7.75,7.75,7.58,7.58,7.67,7.58,10,10,10,7.67,0.11,0,0,4,m,NA,NA,NA,83.58
339,Arabica,yunnan coffee exchange,China,menglian mang pan professional cooperative,,yunnan coffee exchange,3,60 kg,2015,Washed / Wet,Green,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,0.1,0,1,4,m,1100,1100,1100,83.58
340,Arabica,racafe & cia s.c.a,Colombia,,3-37-0636,racafe & cia s.c.a,275,70 kg,2015,Washed / Wet,Green,7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,7.58,0.12,0,0,3,m,1600,1950,1775,83.58
341,Arabica,andreas kussmaul,Mexico,exportadora café california,016-2028-042,exportadora café california,275,2 kg,2014,Washed / Wet,Green,7.75,7.75,7.58,7.58,7.5,7.67,10,10,10,7.75,0.12,1,0,13,m,1200,1200,1200,83.58
342,Arabica,essencecoffee,Ethiopia,lomi tasha,100181006,essence coffee,250,60 kg,2014,Washed / Wet,,7.75,7.67,7.58,7.67,7.5,7.67,10,10,10,7.75,0,0,0,7,m,1700,2000,1850,83.58
343,Arabica,bulamburi coffee farmers association,Uganda,bulamburi coffee farmers,0,bulamburi coffee farmers association,100,60 kg,2013,Washed / Wet,Green,7.67,7.67,7.42,7.75,7.75,7.67,10,10,10,7.67,0.12,0,0,5,m,1800,1800,1800,83.58
344,Arabica,compañia colombiana agroindustrial s.a,Colombia,,14-3-79-1921,ecom cca sa,250,70 kg,2014,Natural / Dry,Green,7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,7.67,0,0,0,0,m,1600,1600,1600,83.58
345,Arabica,compañia colombiana agroindustrial s.a,Colombia,,14-3-79-0953,ecom cca sa,250,70 kg,2014,Washed / Wet,Green,7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,0.12,0,0,1,m,1550,1550,1550,83.58
346,Arabica,compañia colombiana agroindustrial s.a,Colombia,,3-79-0828,ecom cca sa,250,70 kg,2014,Washed / Wet,,7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,7.58,0,0,0,0,m,1550,1550,1550,83.58
347,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon coffee 龍咖啡,,blossom valley宸嶧國際,10,30 kg,2013/2014,Other,Green,7.75,7.75,7.75,7.75,7.5,7.58,10,10,10,7.5,0.11,0,0,0,m,1000,1000,1000,83.58
348,Arabica,racafe & cia s.c.a,Colombia,,3-37-1824,c.i.racafe & cia s.c.a,275,70 kg,2012,Washed / Wet,Green,7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,0.11,0,0,3,m,1600,1950,1775,83.58
349,Arabica,alfredo bojalil,Mexico,ojo de agua,2222,ecomtrading,250,1 kg,2012,Washed / Wet,,7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,7.67,0.12,0,0,2,m,1000,1000,1000,83.58
350,Arabica,carcafe ltda ci,Colombia,,3-59-0951,carcafe ltda,250,70 kg,2012,Natural / Dry,Green,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,0.11,0,0,4,m,2136,2136,2136,83.58
351,Arabica,nucoffee,Brazil,fazenda jericó,002/1251/0181,nucoffee,33,60 kg,2012,Semi-washed / Semi-pulped,Blue-Green,7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,7.67,0.12,0,0,2,m,1100,1100,1100,83.58
352,Arabica,carcafe ltda ci,Colombia,,3-59-1695,carcafe ltda,50,70 kg,2016,Washed / Wet,Bluish-Green,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,0,0,0,5,m,1799,1799,1799,83.5
353,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,南投縣魚池鄉水社村中正路63-1號,,宸嶧國際,1,10 kg,2016 / 2017,,Blue-Green,7.58,7.58,7.17,7.17,7,7,10,10,10,10,0.11,0,0,0,m,NA,NA,NA,83.5
354,Arabica,"ceca, s.a.",Costa Rica,,5-025-0250,"ceca,s.a.",245,69 kg,2015,Washed / Wet,Blue-Green,7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,0,0,0,0,m,1850,1850,1850,83.5
355,Arabica,carcafe ltda ci,Colombia,,3-59-1919,carcafe ltda,250,70 kg,2016,Natural / Dry,Green,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,0,0,0,0,m,1000,1000,1000,83.5
356,Arabica,juan luis alvarado romero,Guatemala,la esperanza,11/23/0145,"unex guatemala, s.a.",250,69 kg,2016,Washed / Wet,Bluish-Green,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,0.1,0,2,5,ft,1219.2,1219.2,1219.2,83.5
357,Arabica,racafe & cia s.c.a,Colombia,,3-37-0634,racafe & cia s.c.a,180,70 kg,2015,Washed / Wet,Green,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,0.12,0,0,4,m,1600,1950,1775,83.5
358,Arabica,damari absalome,"Tanzania, United Republic Of",ano family,CA007,tawoca,5,60 kg,2015,Washed / Wet,Green,7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,0.13,0,0,21,m,1400,1400,1400,83.5
359,Arabica,aulia arif syahri,Indonesia,yusrin,To be advice,pt. olam indonesia,200,30 kg,2015,Semi-washed / Semi-pulped,Bluish-Green,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,0.13,0,0,8,m,1500,1500,1500,83.5
360,Arabica,debesa agro industry plc,Ethiopia,,2014/15,debesa agro industry plc,320,60 kg,2014,Natural / Dry,,7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,7.58,0.1,1,0,18,m,1600,1600,1600,83.5
361,Arabica,federacion nacional de cafeteros,Colombia,,01-1437,federacion nacional de cafeteros,275,2 kg,2014,Washed / Wet,,7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,7.67,0,1,0,0,m,NA,NA,NA,83.5
362,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0068,exportadora de cafe condor s.a,275,70 kg,2014,Washed / Wet,Green,8,7.58,7.25,7.58,7.92,7.58,10,10,10,7.58,0.11,0,0,0,m,1850,1850,1850,83.5
363,Arabica,the coffee source inc.,Guatemala,several,11-023-0025,the coffee source inc.,250,1 kg,2013,Washed / Wet,Green,7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,0.1,0,0,0,m,1400,1400,1400,83.5
364,Arabica,compañia colombiana agroindustrial s.a,Colombia,,3-79-2009,ecom cca sa,250,70 kg,2014,Washed / Wet,,7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,7.67,0,2,0,0,m,1650,1650,1650,83.5
365,Arabica,,Honduras,los hicaques,13-111-240,cigrah,275,1 kg,2014/2015,Natural / Dry,Green,7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,7.83,0.1,0,0,3,m,1350,1350,1350,83.5
366,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0161,exportadora de cafe condor s.a,250,70 kg,2013,Washed / Wet,Green,7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,7.67,0,1,0,1,m,1750,1750,1750,83.5
367,Arabica,exportadora de cafe condor s.a,Colombia,,3-68-0183,exportadora de cafe condor s.a,250,70 kg,2013,Washed / Wet,Green,7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,0.11,0,NA,2,m,1750,1750,1750,83.5
368,Arabica,manuel herrera juarez,Mexico,finca los barreales 1112lban,0,finca los barreales,10,1 kg,2012,Natural / Dry,Green,7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,0.13,0,0,14,m,1170,1170,1170,83.5
369,Arabica,miguel cortes moreno,Mexico,,4-Jan,estrategias constructivas corzu s.a. de c.v.,10,1 kg,2012,Semi-washed / Semi-pulped,Green,7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58,0.11,0,0,12,m,940,940,940,83.5
370,Arabica,gabriel bernardo rivas ross,Mexico,la corralera,2484,,15,1 kg,2012,Washed / Wet,Green,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,0.12,0,0,0,m,1400,1400,1400,83.5
371,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,11/752/02,kanematsu corporation / rnp santo tomas pachuj,275,69 kg,2012,Washed / Wet,Green,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,0.1,0,0,5,ft,1524,1524,1524,83.5
372,Arabica,racafe & cia s.c.a,Colombia,,3-37-0666,c.i.racafe & cia s.c.a,175,70 kg,2012,Washed / Wet,Green,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,0.11,0,0,0,m,1600,1950,1775,83.5
